Commit_id,Accesses,Calls,Inclusions,Sets
6e82da97b65e37f3242752e50a0739430f1f15bc,"[['autotests/manageaudioplayertest.h', 'autotests/manageheaderbartest.h', 339, 0, 0], ['autotests/managemediaplayercontroltest.h', 'autotests/manageheaderbartest.h', 58, 0, 0], ['playlistcontroler.h', 'playlistcontroler.h', 83, 0, 28], ['playlistcontroler.h', 'autotests/manageheaderbartest.h', 74, 74, 0], ['autotests/manageheaderbartest.h', 'autotests/manageheaderbartest.h', 81, 0, 0], ['autotests/mediaplaylisttest.h', 'autotests/manageheaderbartest.h', 129, 0, 0], ['autotests/mediaplaylisttest.h', 'src/alltracksmodel.h', 26, 0, 0], ['autotests/mediaplaylisttest.cpp', 'autotests/manageheaderbartest.h', 1, 0, 0]]","[['autotests/manageaudioplayertest.h', 'src/managemediaplayercontrol.h', 12, 0, 0], ['autotests/manageaudioplayertest.h', 'playlistcontroler.h', 151, 0, 0], ['autotests/manageaudioplayertest.h', 'src/manageaudioplayer.h', 314, 0, 0], ['autotests/manageaudioplayertest.h', 'src/mediaplaylist.h', 15, 0, 0], ['autotests/manageaudioplayertest.h', 'src/mpris2/mediaplayer2player.h', 58, 0, 0], ['autotests/manageaudioplayertest.h', 'src/upnpalbummodel.cpp', 303, 0, 0], ['autotests/manageaudioplayertest.h', 'autotests/databaseinterfacetest.cpp', 59, 0, 0], ['autotests/manageaudioplayertest.h', 'mediaplaylist.cpp', 291, 0, 0], ['autotests/managemediaplayercontroltest.h', 'src/managemediaplayercontrol.h', 8, 1, 0], ['autotests/managemediaplayercontroltest.h', 'playlistcontroler.h', 106, 12, 0], ['autotests/managemediaplayercontroltest.h', 'src/musicalbum.h', 13, 0, 0], ['autotests/managemediaplayercontroltest.h', 'src/alltracksmodel.h', 2, 0, 0], ['autotests/managemediaplayercontroltest.h', 'src/trackslistener.h', 2, 0, 0], ['autotests/managemediaplayercontroltest.h', 'src/mediaplaylist.h', 9, 1, 0], ['autotests/managemediaplayercontroltest.h', 'src/trackslistener.cpp', 0, 0, 1], ['autotests/managemediaplayercontroltest.h', 'src/databaseinterface.h', 3, 0, 0], ['autotests/managemediaplayercontroltest.h', 'src/manageaudioplayer.h', 22, 22, 0], ['autotests/managemediaplayercontroltest.h', 'src/localbaloofilelisting.h', 1, 0, 0], ['autotests/managemediaplayercontroltest.h', 'src/mpris2/mediaplayer2player.h', 19, 3, 0], ['autotests/managemediaplayercontroltest.h', 'autotests/databaseinterfacetest.cpp', 11, 4, 0], ['autotests/managemediaplayercontroltest.h', 'src/upnpalbummodel.cpp', 61, 53, 0], ['autotests/managemediaplayercontroltest.h', 'mediaplaylist.h', 1, 0, 0], ['autotests/managemediaplayercontroltest.h', 'src/playlistcontroler.h', 1, 0, 0], ['autotests/managemediaplayercontroltest.h', 'mediaplaylist.cpp', 54, 54, 0], ['playlistcontroler.h', 'src/managemediaplayercontrol.h', 2, 2, 0], ['playlistcontroler.h', 'mediaplaylist.cpp', 78, 66, 5], ['playlistcontroler.h', 'src/playlistcontroler.h', 9, 0, 3], ['playlistcontroler.h', 'playlistcontroler.h', 81, 24, 1], ['playlistcontroler.h', 'src/manageaudioplayer.h', 57, 48, 1], ['playlistcontroler.h', 'src/mediaplaylist.h', 2, 2, 0], ['playlistcontroler.h', 'src/mpris2/mediaplayer2player.h', 29, 10, 0], ['playlistcontroler.h', 'src/upnpalbummodel.cpp', 78, 62, 1], ['playlistcontroler.h', 'src/musicalbum.h', 18, 0, 2], ['playlistcontroler.h', 'autotests/databaseinterfacetest.cpp', 15, 8, 0], ['autotests/manageheaderbartest.h', 'src/managemediaplayercontrol.h', 14, 0, 0], ['autotests/manageheaderbartest.h', 'src/musicalbum.h', 87, 0, 0], ['autotests/manageheaderbartest.h', 'playlistcontroler.h', 403, 0, 0], ['autotests/manageheaderbartest.h', 'src/manageheaderbar.h', 10, 0, 0], ['autotests/manageheaderbartest.h', 'src/playlistcontroler.h', 34, 0, 0], ['autotests/manageheaderbartest.h', 'src/mpris2/mediaplayer2player.h', 47, 0, 0], ['autotests/manageheaderbartest.h', 'src/upnpalbummodel.cpp', 32, 0, 0], ['autotests/manageheaderbartest.h', 'autotests/databaseinterfacetest.cpp', 225, 0, 0], ['autotests/manageheaderbartest.h', 'mediaplaylist.cpp', 31, 0, 0], ['autotests/manageheaderbartest.h', 'src/alltracksmodel.h', 14, 0, 0], ['autotests/manageheaderbartest.h', 'src/trackslistener.h', 14, 0, 0], ['autotests/manageheaderbartest.h', 'src/mediaplaylist.h', 20, 0, 0], ['autotests/manageheaderbartest.h', 'src/trackslistener.cpp', 0, 0, 7], ['autotests/manageheaderbartest.h', 'src/databaseinterface.h', 10, 0, 0], ['autotests/manageheaderbartest.h', 'src/localbaloofilelisting.h', 7, 0, 0], ['autotests/mediaplaylisttest.h', 'autotests/mediaplaylisttest.cpp', 1, 0, 0], ['autotests/mediaplaylisttest.h', 'src/trackslistener.cpp', 0, 0, 14], ['autotests/mediaplaylisttest.h', 'src/databaseinterface.h', 42, 0, 0], ['autotests/mediaplaylisttest.h', 'autotests/databaseinterfacetest.cpp', 171, 0, 0], ['autotests/mediaplaylisttest.h', 'src/trackslistener.h', 28, 0, 0], ['autotests/mediaplaylisttest.h', 'src/mediaplaylist.h', 117, 0, 0], ['autotests/mediaplaylisttest.h', 'src/alltracksmodel.h', 28, 0, 0], ['autotests/mediaplaylisttest.h', 'mediaplaylist.h', 34, 0, 0], ['autotests/mediaplaylisttest.h', 'src/localbaloofilelisting.h', 14, 0, 0], ['autotests/mediaplaylisttest.h', 'mediaplaylist.cpp', 302, 0, 0], ['autotests/mediaplaylisttest.h', 'src/upnpalbummodel.cpp', 320, 0, 0], ['autotests/mediaplaylisttest.h', 'src/databaseinterface.cpp', 3, 0, 0], ['autotests/playlistcontrolertest.cpp', 'autotests/databaseinterfacetest.cpp', 44, 0, 0], ['autotests/playlistcontrolertest.h', 'src/playlistcontroler.h', 93, 0, 0], ['autotests/playlistcontrolertest.h', 'src/managemediaplayercontrol.h', 17, 0, 0], ['autotests/playlistcontrolertest.h', 'src/alltracksmodel.h', 34, 0, 0], ['autotests/playlistcontrolertest.h', 'src/trackslistener.h', 34, 0, 0], ['autotests/playlistcontrolertest.h', 'playlistcontroler.h', 122, 0, 0], ['autotests/playlistcontrolertest.h', 'src/mediaplaylist.h', 70, 0, 0], ['autotests/playlistcontrolertest.h', 'src/trackslistener.cpp', 0, 0, 17], ['autotests/playlistcontrolertest.h', 'src/databaseinterface.h', 57, 0, 0], ['autotests/playlistcontrolertest.h', 'src/localbaloofilelisting.h', 21, 0, 0], ['autotests/playlistcontrolertest.h', 'src/mpris2/mediaplayer2player.h', 52, 0, 0], ['autotests/playlistcontrolertest.h', 'src/manageaudioplayer.h', 17, 0, 0], ['autotests/playlistcontrolertest.h', 'src/upnpalbummodel.cpp', 50, 0, 0], ['autotests/playlistcontrolertest.h', 'autotests/databaseinterfacetest.cpp', 485, 0, 0], ['autotests/playlistcontrolertest.h', 'mediaplaylist.h', 1, 0, 0], ['autotests/mediaplaylisttest.cpp', 'src/upnpalbummodel.cpp', 1, 0, 0], ['autotests/mediaplaylisttest.cpp', 'mediaplaylist.cpp', 1, 0, 0]]","[['autotests/localfilelistingtest.cpp', 'src/musicaudiotrack.h', 0, 0, 1], ['autotests/localfilelistingtest.cpp', 'src/file/localfilelisting.h', 0, 0, 1], ['autotests/manageaudioplayertest.cpp', 'autotests/manageaudioplayertest.h', 0, 0, 1], ['autotests/manageheaderbartest.cpp', 'src/trackslistener.h', 0, 0, 1], ['autotests/managemediaplayercontroltest.cpp', 'src/trackslistener.h', 0, 0, 1], ['autotests/mediaplaylisttest.cpp', 'src/trackslistener.h', 0, 0, 1], ['autotests/playlistcontrolertest.cpp', 'src/trackslistener.h', 0, 0, 1]]","[['autotests/playlistcontrolertest.cpp', 'autotests/databaseinterfacetest.cpp', 4, 0, 0]]"
